Name,Role,Company,Rating,Reviews,Price,Country,Bio,Skills,Top Mentor,Quick Responder,Spots Left,url
Ryan Coombes,Product Manager,,0,0,50,United Kingdom,"Price Drop - 2 SPOTS LEFT Hi, I'm Ryan! I’m a Senior Product Manager with a track record of managing complex products end-to-end, from start-ups scali...","Product Management, Product Strategy, Pricing, Product Vision, Product Roadmap, Go To Market",No,Yes,,https://mentorcruise.com/mentor/ryancoombes/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Tina Frankie,VP People + Talent /  Leadership + Career Coach,,0,0,300,United Kingdom,"I've always been at my best when enabling others to thrive, facilitating conversations and finding creative ways to enable people to be their natural ...","Leadership, Team Leadership, Team Building, People Management, Career Development, HR",No,Yes,,https://mentorcruise.com/mentor/tinafrankie/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Mohab Abdelrahman🇩🇪,UX Mentor,Designlab,0,0,340,Germany,"With over 16 years of experience in product design and user experience direction and strategy, I am a highly skilled and versatile UX-UI Product Desig...","UX Design, Product, Product Strategy, Product Design, User Interface Design",No,Yes,,https://mentorcruise.com/mentor/mohababdelrahman/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Mihai-Valentin Curelea🇷🇴,Principal Engineer & Architect | ex-Meta,"Contractor, ex-Meta, ex-Datadog, ex-Adobe",0,0,260,Romania,"I am a Principal Solutions Architect / Contractor / Freelancer / Technical leader / Trainer / Mentor with 𝟭𝟱+ 𝘆𝗲𝗮𝗿𝘀 𝗼𝗳 𝗲𝘅𝗽𝗲𝗿𝗶𝗲𝗻𝗰𝗲, ...","Software Architecture, AWS, Career Growth, Personal Branding, Interview Preparation, Leadership",No,Yes,,https://mentorcruise.com/mentor/mihai-valentincurelea/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Vaibhav Shrivastava🇳🇱,Head of Supplier Fraud,Booking.com,0,0,360,Netherlands,"I specialize in career guidance, including resume writing, interview prep, and product management consulting. With startup experience and global team ...","Product Management, Product Strategy, Career Coach, Career Growth, Resume Review, Personal Development",No,Yes,,https://mentorcruise.com/mentor/vaibhavshrivastava/?queryID=41a3240fb5726f3bfad8d464eb07d65e&source=search
Nicolas Nemni🇮🇱,Lead Product Manager,Deel,0,0,350,Israel,"I am a Lead Product Manager at Deel, a fast-growing HR technology company specializing in payroll for businesses with global teams. I manage four dyna...","Product, Product Management, Product Strategy, Product Development, Strategy, Project Management",No,Yes,,https://mentorcruise.com/mentor/nicolasnemni/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Martin Jackson,Platform Engineering Lead,Uncommon Sense Consulting Limited,0,0,240,United Kingdom,"Hi, I’m Martin, and I’m here to help you navigate your personal and professional journey. With over 15 years of experience in DevOps, cloud computing,...","Strategic Decision-Making, Leadership And Team Building, Networking And Relationship Building, Problem-Solving In High-Stress Environments, Project Management And Execution, Public Speaking And Presentation Skills",No,Yes,,https://mentorcruise.com/mentor/martinjackson/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Sahil Gambhir🇩🇪,Head of business lines,Toptal,0,0,120,Germany,"I am a P&L and Product leader in EU and have been leading large global product, design and analytics teams for over a decade...","Product Management, Product Strategy, Stakeholder Management, Start Up, Leadership, Product",No,Yes,,https://mentorcruise.com/mentor/sahilgambhir/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Carol Hilsum,Corporate Venture/ Investor/ Co Founder,,0,0,360,United Kingdom,"With over two decades of experience in the fashion and fashion tech sectors, I’ve had the privilege of playing pivotal roles within industry-defining ...","Startup, Growth, Growth Strategy, Angel Investing, Investing, Fundraising",No,Yes,,https://mentorcruise.com/mentor/carolhilsum/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Nuno Costa,Engineering Manager,Vodafone Group,0,0,240,United Kingdom,"As a Unified Communications as a Service (UCaaS) Engineering Manager at Vodafone, I lead a global team that delivers world-class cloud solutions for s...","Agile Methodologies, Career Development, Design Systems, People Management, Distributed Systems, Product Management",No,Yes,,https://mentorcruise.com/mentor/nunocosta/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Evgeny Kuzin,SRE,High Frequency Trading company,0,0,360,United Kingdom,"Welcome! I'm excited to be your mentor and help you with your questions about growth, personal development, system design, or the next steps in your c...","Career Development, Communication, Culture, Design Systems, People Management, Distributed Systems",No,Yes,,https://mentorcruise.com/mentor/evgenykuzin/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Alvin Leer🇳🇴,Founder,Pinecone,0,0,330,Norway,"With 20+ years of experience in communication, entrepreneurship, and company & brand building, I’ve (co)founded over a dozen companies through Pinecon...","Go To Market, Growth Marketing, Growth Strategy, Entrepreneurship, Product Market Fit, Scaling",No,Yes,,https://mentorcruise.com/mentor/alvinleer/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Jimmy Jaspers🇳🇱,Founder & CEO,"Vincitori Ventures, Vincitori Growth Solutions, Vincitori Technologies & Vincitori E-Commerce",5,12,100,Netherlands,"I’m Jimmy, a 5/5 star rated business mentor. I have over 14 years experience in business, sales, marketing and entrepreneurship and I have worked with...","eCommerce, Growth Marketing, Sales, Strategy, Strategic Planning, Business Intelligence",No,Yes,,https://mentorcruise.com/mentor/jimmyjaspers/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Aymen Segni🇩🇪,Lead Platform Reliability Engineering,Spryker,5,15,220,Germany,"Hi there 👋 ^^ I'm Aymen and I'm a dedicated Platform / Site Reliability Engineering Leader with over a decade of experience in architecting, building...","DevOps, SRE, Leadership, Cloud Infrastructure, Kubernetes, AWS",No,Yes,,https://mentorcruise.com/mentor/aymensegni/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Arthur Mehmetoglu🇫🇷,React / React Native Frontend Developer,,0,0,360,France,"Hey there! I'm Arthur, a French software engineer with a passion for building qualitative apps and sharing best practices. With 5+ years of experience...","JavaScript, Typescript, Redux, Test Driven Development, Testing, React",No,Yes,,https://mentorcruise.com/mentor/arthurmehmetoglu/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Cameron Blackwood,Software Engineer and Former Technical Recruiter,,5,1,120,United Kingdom,"I'm a former technical recruiter turned software engineer, YouTuber and indie hacker! I'm passionate about helping people break into the tech industry...","JavaScript, React, Technical Interviews, Interview, Career Growth, Career",No,Yes,,https://mentorcruise.com/mentor/cameronblackwood/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Stefano Palumbo🇪🇸,Certified Personal Performance & Business Coach,StefanoPalumbo.com,5,1,120,Spain,"The more successful you are, the lonelier it can be. I've become the trusted confidant and thinking partner for leaders in business (and beyond), prov...","Business Coach, Entreprenuer Coach, Business Consultant, Small Business, Business Owner, Life Coach",No,Yes,,https://mentorcruise.com/mentor/stefanopalumbo/?queryID=05ea603f93d462977b7df77a565c1f25&source=search
Mike Pierce🇩🇪,Tech Consultant | Engineering Manager,,5,2,150,Germany,"I'm Mike, and I've been contributing to the tech and product space for close to 20 years. I've spent time as a founder, leading development teams in l...","People Management, Agile, Mindset, Product Management, Career Development, Coaching",No,Yes,,https://mentorcruise.com/mentor/mikepierce/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Jonathan Steingiesser🇦🇪,Innovation Consultant & Director Product Design,Abu Dhabi Early Childhood Authority,5,2,480,United Arab Emirates,"As a highly experienced design leader, I help define and drive the future of design within organisations. I identify and help set product strategy, en...","Product Strategy, User Research, UX Design, Design, Service Design, UX Strategy",No,Yes,,https://mentorcruise.com/mentor/jonathansteingiesser/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Francesco Di Stefano🇮🇹,Principal Solutions Architect,Elastic,0,0,160,Italy,"I'm a Senior Solution Architect, with a rich background in the world of IT. I have held pivotal roles at industry leaders like Nomios, Accenture, Elas...","Elasticsearch, Data Analytics, Data Science, Azure, Software Architecture, Cloud Architecture",No,Yes,,https://mentorcruise.com/mentor/francescodistefano/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Marius Astikas🇩🇪,Product Management & Career Mentor,ex-Wix.com,5,3,80,Germany,"Hello there! My tech journey took off in project and product management roles at Unisys and a United Nations agency, which laid a firm foundation for ...","Business & Management, B2B, Startup, Project Management, Start Up, Startups",No,Yes,,https://mentorcruise.com/mentor/mariusastikas/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Rod Richmond,Founder & CMO,sidestep,5,1,480,United Kingdom,"Hello, my name is Rod and you can usually find me in either Edinburgh and London. I have 14 years hands on marketing experience and can advise on grow...","Marketing, Digital Marketing, Performance Marketing, Google Ads, Analytics, Leadership",No,Yes,,https://mentorcruise.com/mentor/rodrichmond/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Daniel Kulig🇵🇱,Angel Investor | co-Founder | Startup Mentor | Board Advisor,Daniel Kulig Mentoring,0,0,360,Poland,"Hello and welcome! I’m Daniel Kulig, a seasoned entrepreneur and startup co-founder with a track record of launching and scaling three tech startups. ...","Founder, CEO, Startups, Pitch Deck, Fundraising, Finance",No,Yes,,https://mentorcruise.com/mentor/DanielKulig/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Karyn Corrigan🇮🇪,Growth Consultant | SEO Freelancer,ex-Shopify,5,17,70,Ireland,"I promise to provide honest feedback, creative unique solutions, and insights built through experience. I love everything about SEO and content market...","SEO, Digital Marketing, Content Marketing, Content Optimization, CRO, Organic Traffic",No,Yes,,https://mentorcruise.com/mentor/KarynCorrigan/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Catalin Rosu,Tech Lead / Development Manager,,5,18,140,United Kingdom,"Tech Lead / Senior software engineer with 20+ years in full cycle development, dedicated to mentoring growth. Throughout my career, I have honed my sk...","C#, .NET, SQL, AWS, Typescript, JavaScript",No,Yes,,https://mentorcruise.com/mentor/catalinrosu/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Siavash Moghaddam🇸🇪,Senior Product Manager,PayPal,5,16,100,Sweden,"I enjoy assisting individuals in their personal and professional development, which makes me feel both fulfilled and productive. Over the past three y...","Growth, Scaling, Product Management, Refinement, Agile, Growth Hacking",No,Yes,,https://mentorcruise.com/mentor/siavashmoghaddam/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Mouhammad Essayed🇵🇱,Cybersecurity Manager,EY,5,40,160,Poland,"Welcome to Your Next Step in Information Security Mastery! In a field as dynamic and critical as information security, your journey from learning the ...","Information Security, Consulting, Cloud Security, Security Architecture, Training, Resume Review",No,Yes,,https://mentorcruise.com/mentor/mouhammadessayed/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Shalva Avanashvili,Senior iOS Engineer,Just Eat Takeaway,5,4,180,United Kingdom,"Hello 👋🚀 I'm Shalva, and I wear many hats in the world of iOS engineering. By day, I'm a Senior iOS Engineer at Just Eat Takeaway, where I'm constan...","iOS, Swift, SwiftUI, Combine, UIKit, A/B Testing",No,Yes,,https://mentorcruise.com/mentor/shalvaavanashvili/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Matt Boyle,Engineering Manager/Tech Lead,Cloudflare,5,8,480,United Kingdom,"Matthew Boyle is an experienced technical leader in the field of distributed systems, specializing in using Go. He has worked at huge companies such a...","Golang, Distributed Systems, Kafka, Career Growth, Communication, Career Coaching",No,Yes,,https://mentorcruise.com/mentor/mattboyle/?queryID=441e98a7623387be980f5b037a9c6691&source=search
Nikola Dimitroff🇧,Lead Gameplay Developer,,5,6,160,Bulgaria,I've spent my entire career in video game development. I am currently working for a 3rd person action MOBA called Predecessor (https://www.predecessor...,"Team Management, Product Management, C++, Game Development, Unreal Engine, Typescript",No,Yes,,https://mentorcruise.com/mentor/nikoladimitroff/?queryID=2438db48633f8ab87eeffd3579ccc5b5&source=search
Emma Carpenter🇿🇦,Senior Design Director,Global Consulting Firm,5,9,200,South Africa,"Hello everyone, I've been a design practitioner and experience strategist for 25 years and have led and mentored designers at many agencies and firms ...","Career Coaching, Design Leadership, Design, Product Design, UI Design, UX Design",No,Yes,,https://mentorcruise.com/mentor/emmacarpenter/?queryID=2438db48633f8ab87eeffd3579ccc5b5&source=search
Tom Lloyd,B2B Marketing Mentor & CEO,Cold.inc,5,3,150,United Kingdom,Yo. B2B Marketing is hard! 🫠 But it can at least be simple. Having spent 10+ years in executive leadership positions at high-growth B2B SaaS startups...,"Leadership, Marketing Strategy, Startup, Go To Market, B2B, Marketing",No,Yes,,https://mentorcruise.com/mentor/tomlloyd/?queryID=2438db48633f8ab87eeffd3579ccc5b5&source=search
